token_multiset_key,raw_label_count,token_sequence_count,combined_runner_rows,first_date,last_date,candidate_structure,has_same_race_variant_evidence,evidence_status,identity_relationship,decision_basis,confidence,mapping_method,database_action
arcadio | davide | satalia | vangelisti,2,2,13,2018-11-17,2020-03-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
arf | beatrice | davide | mme | nicco | racing | satalia,2,2,2,2022-04-11,2026-05-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
arf | cypres | davide | juhen | michele | mme | racing | satalia,2,2,3,2022-10-09,2023-04-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
argella | gemini | gl | racing | racing | stud,2,2,14,2023-09-03,2025-03-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
argella | gemini | racing | stud,2,2,74,2022-06-05,2026-05-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
arias | fouin | guarino | m | n | y,2,2,2,2017-04-06,2017-10-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
arlette | clabots | hoffmeister | mme | stephan,2,2,8,2019-03-10,2020-03-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
armony | castela | francois | mme | tinchon,2,2,4,2025-07-09,2025-12-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
armstrong | gander | johnson | robson,2,2,2,2017-03-21,2017-04-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
arrowfield | belford | pastoral | planette | prods | tbred | trading,2,2,9,2020-10-10,2022-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
arrowfield | ltd | pastoral | pinecliff | pty | racing,2,2,18,2017-03-18,2024-11-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
artigues | jonathan | larrigade | lionel | philippe | violet,2,2,4,2023-05-25,2024-04-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ascot | b | ecurie | giraudon,2,2,104,2015-03-07,2022-06-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
asprey | christopher | emily | miss | wright,2,2,172,2015-05-06,2025-11-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
asprey | evans | pjl | racing | wilcock | wright,2,2,12,2018-05-06,2018-09-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
asprey | evans | pjl | snook | wilcock | wright,3,3,13,2018-10-03,2020-01-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
asprey | meyrick | pjl | racing | wilcock | wright,4,4,67,2015-06-05,2017-10-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
atlantic | huggins | r | racing | w,2,2,69,2015-01-05,2021-11-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
aubaud | boucey | c | ecurie | franck | jean | lotoux | yves,2,2,31,2020-08-22,2026-05-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
auger | jean | mikael | toux | vincent,2,2,18,2024-03-14,2026-04-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
augustin | catherine | parke | stable,2,2,13,2021-11-27,2025-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
augustin | ecurie | g | j | l | normand | sarl | tepper,2,2,18,2017-04-29,2019-10-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
augustin | ecurie | gerard | j | l | normand | sarl | tepper,2,2,6,2018-08-11,2019-09-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
augustin | ecuries | gerard | normand | serge | stempniak,2,2,8,2023-05-12,2026-01-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
augustin | g | lorain | normand | p,2,2,21,2015-03-08,2016-10-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
augustin | gerard | mlle | nigge | normand | stephanie,2,2,25,2020-11-30,2023-12-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
augustin | gerard | mme | nigge | normand | stephanie,2,2,10,2024-01-05,2025-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
aura | racing | teme | valley,2,2,24,2023-05-27,2026-05-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
austin | g | ltd | n | pty | rosemont | stud,2,2,10,2015-10-10,2021-05-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
austruy | dubois | georges | guillaume | marc | mousnier,2,2,6,2018-09-13,2019-06-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
azeddine | claude | jean | sedrati | seroul,2,2,4,2022-05-24,2024-08-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | b | c | gusdal | jones | l | nightingale,2,2,26,2015-03-05,2019-03-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | b | mrs | sangster | sangster | v | v,2,2,18,2017-08-17,2024-06-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | breen | d | m | minch | roderick | ryan | thomas,2,2,26,2018-04-01,2024-08-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | brennan | j | m | p | r | v | walsh | wiley,2,2,5,2018-04-14,2019-04-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | broughton | fulton | insulation | thermal,2,2,9,2015-01-24,2016-04-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | c | christopher | donnelly | pioneer | racing | woods,2,2,10,2022-10-21,2023-09-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | c | f | m | mrs | mrs | n | p | taylor | taylor | taylor,2,2,6,2019-03-09,2025-03-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | c | greene | m | ralph,2,2,5,2019-06-22,2022-06-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | c | lock | mrs | mrs | r | scott | tully,2,2,21,2016-01-30,2019-03-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | c | stables,2,2,2,2019-09-29,2020-10-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | carroll | m | mrs | o | p | rogers,2,2,33,2017-05-21,2021-03-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | carroll | moran | o | p | stephen,2,2,5,2022-07-08,2023-05-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
b | charman | d | ltd | pty | rosemont | stud,2,2,11,2024-02-24,2026-05-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
